"Date","Type","Transaction ID","Received Quantity","Received Currency","Received Cost Basis (USD)","Received Wallet","Received Address","Received Tag","Received Comment","Sent Quantity","Sent Currency","Sent Cost Basis (USD)","Sent Wallet","Sent Address","Sent Tag","Sent Comment","Fee Amount","Fee Currency","Realized Return (USD)","Disabled"
04/04/2021 10:54:38,Receive,,0.00001400,ALGO,...,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,...,,,,,,,...,
04/05/2021 13:35:16,Receive,,0.00001400,ALGO,...,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,...,,,,,,,...,
04/06/2021 13:58:49,Receive,,0.00001400,ALGO,...,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,...,,,,,,,...,
04/07/2021 07:05:20,Trade,,3.49307300,ADA,...,Coinbase - ADA Wallet,,,Converted to Cardano Using UMA Wallet,0.18035517,UMA,...,Coinbase - UMA Wallet,,,Converted to Cardano Using UMA Wallet,,,...,
04/07/2021 09:27:10,Trade,,0.00007277,BTC,...,Coinbase - BTC Wallet,,,Converted from Cardano Using ADA Wallet,3.49307300,ADA,...,Coinbase - ADA Wallet,,,Converted from Cardano Using ADA Wallet,,,...,
04/07/2021 09:27:57,Trade,,0.00005690,BTC,...,Coinbase - BTC Wallet,,,Converted from NuCypher Using NU Wallet,5.62992834,NU,...,Coinbase - NU Wallet,,,Converted from NuCypher Using NU Wallet,,,...,
04/07/2021 09:29:36,Trade,,0.00000467,BTC,...,Coinbase - BTC Wallet,,,Converted from Filecoin Using FIL Wallet,0.00196432,FIL,...,Coinbase - FIL Wallet,,,Converted from Filecoin Using FIL Wallet,,,...,
04/07/2021 09:30:36,Trade,,0.00000337,BTC,...,Coinbase - BTC Wallet,,,Converted from Band Protocol Using BAND Wallet,0.01170822,BAND,...,Coinbase - BAND Wallet,,,Converted from Band Protocol Using BAND Wallet,,,...,
04/07/2021 09:31:49,Trade,,0.00000210,BTC,...,Coinbase - BTC Wallet,,,Converted from Algorand Using ALGO Wallet,0.08981400,ALGO,...,Coinbase - ALGO Wallet,,,Converted from Algorand Using ALGO Wallet,,,...,
04/07/2021 10:07:16,Send,,,,...,,,,,0.00013981,BTC,...,Coinbase - BTC Wallet,15mz4mHKri6b2VjrQJPKs5NUSa2KibyfvZ,,Sent Bitcoin To Bitcoin address,0.00002646,BTC,...,
04/07/2021 18:45:11,Receive,,0.00001400,ALGO,...,Coinbase - ALGO Wallet,,,Algorand reward From Coinbase,,,...,,,,,,,...,
05/07/2021 19:36:23,Receive,,50.00,USD,...,Coinbase - Cash (USD),,,Deposited funds From Chime - Chime Checking ********8013,,,...,,,,,,,...,
05/07/2021 19:36:25,Send,,,,...,,,,,50.00,USD,...,Coinbase - Cash (USD),,,Transferred funds To Coinbase Pro,,,...,
05/07/2021 19:40:46,Receive,,0.02778858,FORTH,...,Coinbase - FORTH Wallet,,Payment,Received Ampleforth Governance Token From Coinbase Earn,,,...,,,,,,,...,
05/07/2021 19:41:09,Receive,,0.02778858,FORTH,...,Coinbase - FORTH Wallet,,Payment,Received Ampleforth Governance Token From Coinbase Earn,,,...,,,,,,,...,
05/07/2021 19:41:59,Receive,,0.02782570,FORTH,...,Coinbase - FORTH Wallet,,Payment,Received Ampleforth Governance Token From Coinbase Earn,,,...,,,,,,,...,
05/12/2021 18:22:43,Send,,,,...,,,,,0.08327903,FORTH,...,Coinbase - FORTH Wallet,,,Repayment with Ampleforth Governance Token To transfers@coinbase.com,,,...,
05/16/2021 08:41:55,Receive,,0.01243749,ETH,...,Coinbase - ETH Wallet,,Payment,Transferred Ethereum From Coinbase Pro,,,...,,,,,,,...,
05/17/2021 02:14:54,Send,,,,...,,,,,0.01243749,ETH,...,Coinbase - ETH Wallet,,,Repayment with Ethereum To transfers@coinbase.com,,,...,
05/17/2021 02:14:58,Receive,,0.00034484,ETH,...,Coinbase - ETH Wallet,,Mined,Transferred Ethereum From Coinbase Pro,,,...,,,,,,,...,
05/17/2021 02:15:05,Send,,,,...,,,,,0.00034484,ETH,...,Coinbase - ETH Wallet,,,Repayment with Ethereum To transfers@coinbase.com,,,...,
05/28/2021 07:55:01,Buy,,3.98495300,DAI,...,Coinbase - DAI Wallet,,,Bought Dai Using 4985********6616,5.00,USD,...,Coinbase - Cash (USD),,,Bought Dai Using 4985********6616,0.99,USD,...,
05/28/2021 08:04:26,Buy,,3.86043700,ALGO,...,Coinbase - ALGO Wallet,,,Bought Algorand Using 4985********6616,4.50,USD,...,Coinbase - Cash (USD),,,Bought Algorand Using 4985********6616,0.99,USD,...,
05/28/2021 21:03:29,Send,,,,...,,,,,3.98495000,DAI,...,Coinbase - DAI Wallet,,,Transferred Dai To Coinbase Pro,,,...,
05/28/2021 21:05:35,Send,,,,...,,,,,3.86045100,ALGO,...,Coinbase - ALGO Wallet,,,Transferred Algorand To Coinbase Pro,,,...,
05/29/2021 03:46:25,Receive,,0.54945055,MATIC,...,Coinbase - MATIC Wallet,,Payment,Received Polygon From Coinbase Earn,,,...,,,,,,,...,
05/29/2021 03:46:52,Receive,,0.54945055,MATIC,...,Coinbase - MATIC Wallet,,Payment,Received Polygon From Coinbase Earn,,,...,,,,,,,...,
05/29/2021 03:47:16,Receive,,0.54614965,MATIC,...,Coinbase - MATIC Wallet,,Payment,Received Polygon From Coinbase Earn,,,...,,,,,,,...,
05/29/2021 03:49:01,Buy,,27.57327345,CVC,...,Coinbase - CVC Wallet,,,Bought Civic Using 4985********6616,10.00,USD,...,Coinbase - Cash (USD),,,Bought Civic Using 4985********6616,,,...,
05/29/2021 03:51:44,Buy,,9.04902237,ZRX,...,Coinbase - ZRX Wallet,,,Bought 0x Using 4985********6616,10.00,USD,...,Coinbase - Cash (USD),,,Bought 0x Using 4985********6616,0.99,USD,...,
05/29/2021 04:01:05,Receive,,50.00,USD,...,Coinbase - Cash (USD),,,Deposited funds From Chime - Chime Checking ********8013,,,...,,,,,,,...,
05/29/2021 04:01:07,Send,,,,...,,,,,50.00,USD,...,Coinbase - Cash (USD),,Lost / Stolen,Transferred funds To Coinbase Pro,,,...,
06/01/2021 08:15:31,Receive,,3.46,USD,...,Coinbase - Cash (USD),,,Transferred funds From Coinbase Pro,,,...,,,,,,,...,
06/01/2021 08:16:08,Receive,,3.46,USD,...,Coinbase - Cash (USD),,,Transferred funds From Coinbase Pro,,,...,,,,,,,...,
06/01/2021 08:16:17,Receive,,3.46,USD,...,Coinbase - Cash (USD),,,Transferred funds From Coinbase Pro,,,...,,,,,,,...,
06/01/2021 08:16:56,Receive,,3.46,USD,...,Coinbase - Cash (USD),,,Transferred funds From Coinbase Pro,,,...,,,,,,,...,
06/01/2021 08:17:39,Receive,,3.46,USD,...,Coinbase - Cash (USD),,,Transferred funds From Coinbase Pro,,,...,,,,,,,...,
06/01/2021 08:18:34,Send,,,,...,,,,,3.46,USD,...,Coinbase - Cash (USD),,,Repayment with US Dollar To transfers@coinbase.com,,,...,
06/02/2021 10:08:19,Receive,,0.00011836,DAI,...,Coinbase - DAI Wallet,,,Dai reward From Coinbase,,,...,,,,,,,...,
06/03/2021 18:35:20,Send,,,,...,,,,,13.84,USD,...,Coinbase - Cash (USD),,,Repayment with US Dollar To transfers@coinbase.com,,,...,
06/06/2021 09:13:54,Send,,,,...,,,,,9.04553654,ZRX,...,Coinbase - ZRX Wallet,,,Repayment with 0x To transfers@coinbase.com,,,...,
06/06/2021 09:14:20,Send,,,,...,,,,,27.55880771,CVC,...,Coinbase - CVC Wallet,,,Repayment with Civic To transfers@coinbase.com,,,...,
06/06/2021 09:14:42,Send,,,,...,,,,,1.64235891,MATIC,...,Coinbase - MATIC Wallet,,,Repayment with Polygon To transfers@coinbase.com,,,...,
06/07/2021 08:40:00,Receive,,14.93,USD,...,Coinbase - Cash (USD),,,Transferred funds From Coinbase Pro,,,...,,,,,,,...,
06/08/2021 02:50:47,Receive,,14.93,USD,...,Coinbase - Cash (USD),,,Transferred funds From Coinbase Pro,,,...,,,,,,,...,
06/09/2021 02:39:03,Receive,,3.98495000,DAI,...,Coinbase - DAI Wallet,,,Transferred Dai From Coinbase Pro,,,...,,,,,,,...,
06/09/2021 04:24:02,Send,,,,...,,,,,14.93,USD,...,Coinbase - Cash (USD),,,Repayment with US Dollar To transfers@coinbase.com,,,...,
06/09/2021 04:39:43,Send,,,,...,,,,,14.00,USD,...,Coinbase - Cash (USD),,,Withdrew funds To 4985********6616,0.55,USD,...,
06/10/2021 08:17:22,Trade,,2.97971800,USDC,...,Coinbase - USDC Wallet,,,Converted to USD Coin Using DAI Wallet,3.98507136,DAI,...,Coinbase - DAI Wallet,,,Converted to USD Coin Using DAI Wallet,,,...,
06/10/2021 08:25:13,Receive,,3.86045100,ALGO,...,Coinbase - ALGO Wallet,,,Transferred Algorand From Coinbase Pro,,,...,,,,,,,...,
06/10/2021 08:26:21,Receive,,2.84,USD,...,Coinbase - Cash (USD),,,Transferred funds From Coinbase Pro,,,...,,,,,,,...,
06/10/2021 08:29:32,Sell,,2.97,USD,...,Coinbase - Cash (USD),,,Sold USD Coin Using Cash (USD),2.97000000,USDC,...,Coinbase - USDC Wallet,,,Sold USD Coin Using Cash (USD),,,...,
06/10/2021 08:31:16,Send,,,,...,,,,,6.74,USD,...,Coinbase - Cash (USD),,,Withdrew funds To 4985********6616,0.55,USD,...,
06/10/2021 08:33:53,Sell,,2.87,USD,...,Coinbase - Cash (USD),,,Sold Algorand Using Cash (USD),3.86045100,ALGO,...,Coinbase - ALGO Wallet,,,Sold Algorand Using Cash (USD),0.99,USD,...,
06/10/2021 08:34:34,Send,,,,...,,,,,2.87,USD,...,Coinbase - Cash (USD),,,Withdrew funds To 4985********6616,0.55,USD,...,
06/14/2021 09:13:36,Receive,,0.00019233,DAI,...,Coinbase - DAI Wallet,,,Dai reward From Coinbase,,,...,,,,,,,...,
06/15/2021 09:14:35,Receive,,0.00007468,DAI,...,Coinbase - DAI Wallet,,,Dai reward From Coinbase,,,...,,,,,,,...,
06/29/2021 06:26:28,Receive,,0.03178640,BOND,...,Coinbase - BOND Wallet,,Payment,Received BarnBridge From Coinbase Earn,,,...,,,,,,,...,
06/29/2021 06:27:25,Receive,,0.03180662,BOND,...,Coinbase - BOND Wallet,,Payment,Received BarnBridge From Coinbase Earn,,,...,,,,,,,...,
06/29/2021 06:27:54,Receive,,0.03180662,BOND,...,Coinbase - BOND Wallet,,Payment,Received BarnBridge From Coinbase Earn,,,...,,,,,,,...,
06/29/2021 06:29:33,Receive,,17.00102006,AMP,...,Coinbase - AMP Wallet,,Payment,Received Amp From Coinbase Earn,,,...,,,,,,,...,
06/29/2021 06:29:54,Receive,,17.00391090,AMP,...,Coinbase - AMP Wallet,,Payment,Received Amp From Coinbase Earn,,,...,,,,,,,...,
06/29/2021 06:30:34,Receive,,17.01258932,AMP,...,Coinbase - AMP Wallet,,Payment,Received Amp From Coinbase Earn,,,...,,,,,,,...,
06/29/2021 06:35:32,Trade,,49.74240317,AMP,...,Coinbase - AMP Wallet,,,Converted to Amp Using BOND Wallet,0.09539964,BOND,...,Coinbase - BOND Wallet,,,Converted to Amp Using BOND Wallet,,,...,
06/29/2021 06:37:28,Sell,,4.91,USD,...,Coinbase - Cash (USD),,,Sold Amp Using Cash (USD),100.75992345,AMP,...,Coinbase - AMP Wallet,,,Sold Amp Using Cash (USD),0.99,USD,...,
06/29/2021 06:39:01,Send,,,,...,,,,,4.31,USD,...,Coinbase - Cash (USD),,,Withdrew funds To 4985********6616,0.55,USD,...,
08/09/2021 07:22:54,Receive,,0.96153846,CLV,...,Coinbase - CLV Wallet,,Payment,Received Clover From Coinbase Earn,,,...,,,,,,,...,
08/09/2021 07:23:19,Receive,,0.97087379,CLV,...,Coinbase - CLV Wallet,,Payment,Received Clover From Coinbase Earn,,,...,,,,,,,...,
08/09/2021 07:23:43,Receive,,0.97087379,CLV,...,Coinbase - CLV Wallet,,Payment,Received Clover From Coinbase Earn,,,...,,,,,,,...,
08/09/2021 07:25:08,Receive,,1.49992500,GRT,...,Coinbase - GRT Wallet,,Payment,Received The Graph From Coinbase Earn,,,...,,,,,,,...,
08/11/2021 14:29:47,Sell,,2.62,USD,...,Coinbase - Cash (USD),,,Sold Clover Using Cash (USD),2.90328604,CLV,...,Coinbase - CLV Wallet,,,Sold Clover Using Cash (USD),0.99,USD,...,
08/11/2021 14:37:29,Sell,,0.30,USD,...,Coinbase - Cash (USD),,,Sold The Graph Using Cash (USD),1.49992500,GRT,...,Coinbase - GRT Wallet,,,Sold The Graph Using Cash (USD),0.99,USD,...,
08/16/2021 19:18:18,Buy,,0.35124487,DOT,...,Coinbase - DOT Wallet,,,Bought Polkadot Using WELLS FARGO BANK ******4281,10.00,USD,...,Coinbase - Cash (USD),,,Bought Polkadot Using WELLS FARGO BANK ******4281,0.99,USD,...,
08/16/2021 19:22:01,Buy,,137.12406396,CVC,...,Coinbase - CVC Wallet,,,Bought Civic Using WELLS FARGO BANK ******4281,50.00,USD,...,Coinbase - Cash (USD),,,Bought Civic Using WELLS FARGO BANK ******4281,1.99,USD,...,
08/16/2021 21:03:11,Buy,,0.00209740,BTC,...,Coinbase - BTC Wallet,,,Bought Bitcoin Using WELLS FARGO BANK ******4281,100.00,USD,...,Coinbase - Cash (USD),,,Bought Bitcoin Using WELLS FARGO BANK ******4281,2.99,USD,...,
08/23/2021 20:58:21,Receive,,0.00098319,DOGE,...,Coinbase - DOGE Wallet,,,Received Dogecoin From BProgrammers,,,...,,,,,,,...,
08/24/2021 08:36:38,Send,,,,...,,,,,0.00201200,BTC,...,Coinbase - BTC Wallet,,,Repayment with Bitcoin To transfers@coinbase.com,,,...,
08/24/2021 08:37:06,Send,,,,...,,,,,131.80787684,CVC,...,Coinbase - CVC Wallet,,,Repayment with Civic To transfers@coinbase.com,,,...,
08/24/2021 08:37:09,Send,,,,...,,,,,3.52,USD,...,Coinbase - Cash (USD),,,Repayment with US Dollar To transfers@coinbase.com,,,...,
08/24/2021 08:37:10,Send,,,,...,,,,,0.23432839,DOT,...,Coinbase - DOT Wallet,,,Repayment with Polkadot To transfers@coinbase.com,,,...,
08/26/2021 05:30:11,Receive,,1.76522507,FET,...,Coinbase - FET Wallet,,Payment,Received Fetch.ai From Coinbase Earn,,,...,,,,,,,...,
08/26/2021 05:30:58,Receive,,1.76709666,FET,...,Coinbase - FET Wallet,,Payment,Received Fetch.ai From Coinbase Earn,,,...,,,,,,,...,
08/26/2021 05:31:27,Receive,,1.76709666,FET,...,Coinbase - FET Wallet,,Payment,Received Fetch.ai From Coinbase Earn,,,...,,,,,,,...,
08/26/2021 10:09:04,Sell,,2.99,USD,...,Coinbase - Cash (USD),,,Sold Bitcoin Using Cash (USD),0.00008540,BTC,...,Coinbase - BTC Wallet,,,Sold Bitcoin Using Cash (USD),0.99,USD,...,
08/26/2021 10:14:06,Trade,,3.10261123,FET,...,Coinbase - FET Wallet,,,Converted to Fetch.ai Using CVC Wallet,5.33065286,CVC,...,Coinbase - CVC Wallet,,,Converted to Fetch.ai Using CVC Wallet,,,...,
08/26/2021 10:18:04,Trade,,5.03642216,FET,...,Coinbase - FET Wallet,,,Converted from Polkadot Using DOT Wallet,0.11691649,DOT,...,Coinbase - DOT Wallet,,,Converted from Polkadot Using DOT Wallet,,,...,
08/26/2021 10:18:58,Sell,,6.45,USD,...,Coinbase - Cash (USD),,,Sold Fetch.ai Using Cash (USD),13.43845178,FET,...,Coinbase - FET Wallet,,,Sold Fetch.ai Using Cash (USD),0.99,USD,...,
08/28/2021 12:41:41,Send,,,,...,,,,,8.00,USD,...,Coinbase - Cash (USD),,,Withdrew funds To 4985********6616,0.55,USD,...,
09/02/2021 21:36:43,Send,,,,...,,,,,1.44,USD,...,Coinbase - Cash (USD),,,Withdrew funds To 4985********6616,0.55,USD,...,
09/07/2021 22:14:18,Send,,,,...,,,,,0.00971000,USDC,...,Coinbase - USDC Wallet,,,Transferred USD Coin To Coinbase Pro,,,...,
01/29/2022 10:27:25,Receive,a4da8103ca4987662641c7036921d45ceac9850375d888ab907095ff8f887fbd,2.95200000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
02/03/2022 15:48:06,Receive,14115c34a47621caaebc1b64de999bf9f90e97ce4b311a0655c2680e79e30ef5,18.06700000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
02/07/2022 14:09:27,Send,2a300af6b7e6e535e79d0b05b71829c54480fad10cf731277b5b6d9303de18f5,,,...,,,,,10.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01021877,ETH,...,
02/08/2022 09:12:11,Send,c238614840bb401009199c3605d1782d02e2908be1c3c7e47c940959ca841559,,,...,,,,,10.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00753420,ETH,...,
02/22/2022 14:42:19,Receive,fcb5750de2b64dcd5961ab25afac47975190dff8bfdec8e61bf7633f00a8e426,42.01100000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
02/23/2022 06:35:38,Send,78d55ed964ca3b9629bd7e13f6141587ed5b670cd87cdeec6f14506d811788f6,,,...,,,,,42.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00163800,ETH,...,
03/28/2022 12:49:44,Receive,0x65c25a33e4215a5df9aa7b3f40fa600b25a86eb531caf3dc2c43900495fe844c,892373.00000000,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
03/28/2022 14:34:13,Send,a0c79efe33e2f9013532af2b77a5327aa58ec4ee20e2d6d4228ef9fb7bf59dea,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00332104,ETH,...,
03/28/2022 14:36:57,Trade,0x535487dd003fd2b10af3fd8876f2920e64690f7c51f2546a214bd34a2ed56f7e,148.02884749,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
03/28/2022 14:36:57,Trade,0x535487dd003fd2b10af3fd8876f2920e64690f7c51f2546a214bd34a2ed56f7e,,,...,,,,,500000.00000000,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
03/28/2022 14:36:57,Trade,0x535487dd003fd2b10af3fd8876f2920e64690f7c51f2546a214bd34a2ed56f7e,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.03102660,ETH,...,
03/28/2022 14:46:31,Trade,0xedad97cd3ddaf778a68e5a44cac5a12e7f6bec5f78986dbe2a95439018312334,8.22269268,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
03/28/2022 14:46:31,Trade,0xedad97cd3ddaf778a68e5a44cac5a12e7f6bec5f78986dbe2a95439018312334,,,...,,,,,392373.00000000,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
03/28/2022 14:46:31,Trade,0xedad97cd3ddaf778a68e5a44cac5a12e7f6bec5f78986dbe2a95439018312334,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.02250003,ETH,...,
03/28/2022 14:55:03,Send,9b1f3b0a66001c5844b1755cbfeae09e671d92a7671517becc75064feaa1d24a,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00851836,ETH,...,
03/28/2022 14:58:00,Send,eba488fa3bea51cb51b2d179c8421e069e347828b29c0c62e2b3187c360e4586,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00900171,ETH,...,
03/28/2022 15:00:04,Send,c6e6207a3c852d4be54f7f481725ba5402a7c3ab3bde6ec00adaf691b8cfb77a,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00299061,ETH,...,
03/28/2022 15:02:43,Trade,0xefa394eafedf22590190778358486cad190925af27c4d31f1f5d0126125a41fa,409.83799602,CWBTC2,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
03/28/2022 15:02:43,Trade,0xefa394eafedf22590190778358486cad190925af27c4d31f1f5d0126125a41fa,,,...,,,,,8.22269268,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
03/28/2022 15:02:43,Trade,0xefa394eafedf22590190778358486cad190925af27c4d31f1f5d0126125a41fa,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01172474,ETH,...,
03/28/2022 15:05:21,Trade,0x7ff3ca9176ea1ecc22510044b97f1c1daa87817628bd283065ad3556d89d0fa1,7327.39737065,CETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,147.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00886752,ETH,...,
03/29/2022 23:25:06,Receive,0x835131d282839981b5f71d800d3a8baf3b393e0418d15c50c08a73b6a67e553b,12623.70279821,CLND,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
05/04/2022 16:41:43,Receive,0xbcf12357fffd12f56d29f08e7aa5226644fe24101e72441d0e1494f60efc3dd8,16000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
05/04/2022 16:44:23,Send,0x1e60f5535f32714bc55d26276f844a4a4681db888ab3a3688648cb4d81385013,,,...,,,,,100.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00298080,ETH,...,
05/04/2022 17:08:06,Send,0xd08f72b47ea637239774e75314e297b7b44c41809ca54cb43e0ad713c2d45d75,,,...,,,,,5900.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00301650,ETH,...,
05/05/2022 07:43:52,Send,0x1562c802358c696a6feb44ddc182ca2eab9d670e871f2632da26708c6c027456,,,...,,,,,10000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00146082,ETH,...,
05/05/2022 07:44:55,Send,35b5e0650036072c2ef08fb1f815fdee7be7a04d5bead50c9b612a5ac6a9f09b,,,...,,,,,1.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00063228,ETH,...,
05/08/2022 15:04:01,Receive,0xfcd75d60e43e6ba4f087b71fb1b6709d18feb850b6beda9b9b30233286041b5e,100000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
05/08/2022 15:11:46,Trade,0xad5075d490bada8fc08b6059c81e62480769e96767266c9a9b2626fc47963548,2.87785298,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
05/08/2022 15:11:46,Trade,0xad5075d490bada8fc08b6059c81e62480769e96767266c9a9b2626fc47963548,,,...,,,,,100000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
05/08/2022 15:11:46,Trade,0xad5075d490bada8fc08b6059c81e62480769e96767266c9a9b2626fc47963548,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00995727,ETH,...,
05/08/2022 15:11:46,Send,13702d9f76ef41be91c3c3c2a192dc4fdd09855f4ae18190498ad808e4bc57e9,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00274874,ETH,...,
05/08/2022 15:15:43,Trade,0xfef384b1cb4eb43783b933b7447192905862745a69e9ffe9856d2e6f0e7a61e4,143.42599754,CWBTC2,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
05/08/2022 15:15:43,Trade,0xfef384b1cb4eb43783b933b7447192905862745a69e9ffe9856d2e6f0e7a61e4,,,...,,,,,2.87785298,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
05/08/2022 15:15:43,Trade,0xfef384b1cb4eb43783b933b7447192905862745a69e9ffe9856d2e6f0e7a61e4,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00753965,ETH,...,
05/20/2022 17:02:06,Receive,0x2d919bd1a8e49ee8d2d39f3f6b1eab136981b9cfc42c87a4f0bdfa063f59fa27,100000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
05/20/2022 17:09:55,Trade,0x1ab94dc7a422f2139a4954d1025f20239c3de61021ce75d6c25a9e484a747160,3.11822392,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
05/20/2022 17:09:55,Trade,0x1ab94dc7a422f2139a4954d1025f20239c3de61021ce75d6c25a9e484a747160,,,...,,,,,90000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
05/20/2022 17:09:55,Trade,0x1ab94dc7a422f2139a4954d1025f20239c3de61021ce75d6c25a9e484a747160,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.01419556,ETH,...,
05/21/2022 07:37:25,Send,0xb8e9e7a48a3d1cbd1a5ec253c5d79c57df4f37b1ca6916dd5ea2f272ad93c366,,,...,,,,,5000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00117408,ETH,...,
05/27/2022 12:34:08,Send,0x8c50b241bf3634b36585f526bf3ba5fd95b3ec67dde247574c0a46397223ce8a,,,...,,,,,3000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00182806,ETH,...,
05/30/2022 15:00:15,Send,dd98de6bc17e1390d50c7f066b50cc5d3a47c353b27154ce7f2666deb0c38380,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00277505,ETH,...,
05/30/2022 15:19:39,Trade,0xa0aafc652a6191f2655a3e3be2d692ba7daa0ef343277f99311cfc073362160e,95174.57401700,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
